tweet_id,author_id,inbound,created_at,customer_text,response_tweet_id,in_response_to_tweet_id,customer_tweet_id,historical_reply,baseline_intent,baseline_escalate,baseline_escalation_reason
1783,116105,True,Tue Oct 31 22:27:45 +0000 2017,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,1782,,1783.0,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
1785,116106,True,Tue Oct 31 22:27:34 +0000 2017,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,1784,,1785.0,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_troubleshooting,False,no high-risk term detected
1787,116107,True,Tue Oct 31 22:10:27 +0000 2017,@AppleSupport Worked 👌🏽,1786,1788.0,1787.0,@116107 Glad to hear and just reach out again if you need help. Have a good one!,software_troubleshooting,False,no high-risk term detected
1789,116107,True,Tue Oct 31 21:32:24 +0000 2017,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,1788,1790.0,1789.0,@116107 Please keep us posted afterwards.,software_troubleshooting,False,no high-risk term detected
1791,116107,True,Tue Oct 31 21:25:20 +0000 2017,why won’t my apps fuccin download or update @AppleSupport,1790,,1791.0,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,software_troubleshooting,False,no high-risk term detected
2610,116332,True,Tue Oct 31 22:50:12 +0000 2017,@AppleSupport $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,2609,2611.0,2610.0,@116332 Let us know and we'll continue from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2613,116332,True,Tue Oct 31 22:44:41 +0000 2017,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",2611,,2613.0,@116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,software_troubleshooting,False,no high-risk term detected
2615,116334,True,Tue Oct 31 22:58:31 +0000 2017,"@AppleSupport Yes, after the update. I Phone 7",2617,2614.0,2615.0,@116334 Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2616,116334,True,Tue Oct 31 22:48:09 +0000 2017,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",2614,,2616.0,"@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",software_troubleshooting,False,no high-risk term detected
2619,116335,True,Tue Oct 31 23:08:28 +0000 2017,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,2621,2618.0,2619.0,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2620,116335,True,Tue Oct 31 22:47:13 +0000 2017,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,2618,,2620.0,@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj,software_troubleshooting,False,no high-risk term detected
2624,116336,True,Tue Oct 31 22:49:04 +0000 2017,"It’s been a few days since @115858 made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!","2622,2625",,2624.0,@116336 Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update: https://t.co/80YRnjDFDk,software_troubleshooting,False,no high-risk term detected
2627,116337,True,Tue Oct 31 23:06:41 +0000 2017,@AppleSupport iOS 11.1 it’s been getting worse for a few months now,2629,2626.0,2627.0,@116337 Please meet with us in DM. We'd like to gather some additional details from you. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2628,116337,True,Tue Oct 31 22:50:00 +0000 2017,Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,2626,,2628.0,"@116337 We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?",billing_refund,False,no high-risk term detected
2631,116338,True,Tue Oct 31 23:16:58 +0000 2017,"@AppleSupport iPhone 7+, iOS 11.1",2633,2630.0,2631.0,"@116338 Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
2632,116338,True,Tue Oct 31 22:44:52 +0000 2017,And why is my music NEVER in my control center?! @AppleSupport,2630,,2632.0,@116338 We're here to help out! Which device is this on and which version of iOS is currently installed?,software_troubleshooting,False,no high-risk term detected
2635,116339,True,Tue Oct 31 22:42:07 +0000 2017,"@115858 Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",2634,,2635.0,@116339 Check out this link: https://t.co/Lr8zUtw9ls Send us a DM if it doesn't help. https://t.co/GDrqU22YpT,account_access,False,no high-risk term detected
2637,116340,True,Tue Nov 07 15:19:11 +0000 2017,"@AppleSupport Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",2639,2636.0,2637.0,@116340 We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,billing_refund,False,no high-risk term detected
2638,116340,True,Tue Oct 31 22:45:03 +0000 2017,@AppleSupport ...cost for sending in for diagnosing a problem if it's out of warranty?,2636,2640.0,2638.0,@116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U,software_troubleshooting,False,no high-risk term detected
2642,116341,True,Tue Oct 31 22:44:01 +0000 2017,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,2641,,2642.0,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2644,116342,True,Wed Nov 01 10:00:05 +0000 2017,"@AppleSupport When you roll the month, it does not appear and hangs",2646,2643.0,2644.0,@116342 We'd like to take a closer look at this. DM us and we'll go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2645,116342,True,Tue Oct 31 22:41:02 +0000 2017,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,2643,,2645.0,@116342 We'd like to help. What is going on with the app?,software_troubleshooting,False,no high-risk term detected
2648,116343,True,Tue Oct 31 22:37:41 +0000 2017,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,2647,,2648.0,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
2650,116344,True,Tue Oct 31 22:43:42 +0000 2017,"@115858 really needs to fix this update. My phone has never been slower, for real.",2649,,2650.0,@116344 We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started.,software_troubleshooting,False,no high-risk term detected
2652,116345,True,Tue Oct 31 22:40:23 +0000 2017,@AppleSupport 11.0.3,2651,2653.0,2652.0,@116345 Got it. We'd recommend backing up and updating your device to 11.1 and test things out further. Keep us posted on the results.,software_troubleshooting,False,no high-risk term detected
2654,116345,True,Tue Oct 31 21:13:13 +0000 2017,@AppleSupport newest version of iOS and iPhone 7,2653,2655.0,2654.0,"@116345 Since we just released iOS 11.1 today, can you clarify which exact version you have installed?",software_troubleshooting,False,no high-risk term detected
2656,116345,True,Tue Oct 31 20:02:52 +0000 2017,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,"2657,2655",,2656.0,"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",software_troubleshooting,False,no high-risk term detected
2659,116346,True,Tue Oct 31 22:41:06 +0000 2017,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714,"2658,2660",,2659.0,@116346 We want to help with this. Let's start troubleshooting by trying the steps here: https://t.co/5KootZbxj1,general_inquiry,False,no high-risk term detected
2662,116347,True,Tue Oct 31 22:32:52 +0000 2017,So why is this happening I️ I️ I️ @AppleSupport,"2663,2661",,2662.0,@116347 We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2665,116348,True,Tue Oct 31 23:06:51 +0000 2017,@AppleSupport Yes,2667,2664.0,2665.0,@116348 Thank you for reaching out. We've received your DM and will continue working with you there.,software_troubleshooting,False,no high-risk term detected
2666,116348,True,Tue Oct 31 22:44:20 +0000 2017,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,"2664,2668",,2666.0,@116348 We'd like to look into this with you. Does the song appear to be greyed out?,software_troubleshooting,False,no high-risk term detected
2671,116349,True,Tue Oct 31 22:41:59 +0000 2017,@AppleSupport @AppleSupport ^^check this out,2669,2672.0,2671.0,@116349 Send us a DM please and we will go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
2676,116349,True,Tue Oct 31 22:04:56 +0000 2017,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,2675,,2676.0,@116349 We're happy to help. What seems to be the problem?,software_troubleshooting,False,no high-risk term detected
2678,116350,True,Tue Oct 31 22:38:41 +0000 2017,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD",2677,,2678.0,"@116350 We're here for you. DM us, and we'll look into this together. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
2680,116351,True,Tue Oct 31 22:39:41 +0000 2017,@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,2679,2681.0,2680.0,@116351 We're glad to hear that's sorted out for you. Have a great day.,software_troubleshooting,False,no high-risk term detected
2682,116351,True,Fri Oct 20 08:39:06 +0000 2017,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,2681,,2682.0,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",software_troubleshooting,False,no high-risk term detected
2684,116352,True,Tue Oct 31 22:38:21 +0000 2017,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,2683,,2684.0,"@116352 Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
3761,116620,True,Tue Oct 31 23:04:42 +0000 2017,Listen I’m having issues with my phone so like can you @ me so we can talk @AppleSupport,3760,,3761.0,@116620 We're here to help. Send us a DM with the issue and we'll follow up from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
3763,116621,True,Tue Oct 31 23:12:25 +0000 2017,"@AppleSupport 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol",3765,3762.0,3763.0,"@116621 It was released earlier today. Let's use these steps to update iOS:  
 https://t.co/80YRnjDFDk",software_troubleshooting,False,no high-risk term detected
3764,116621,True,Tue Oct 31 23:04:59 +0000 2017,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,3762,,3764.0,@116621 Let's look at this together. Are you updated to iOS 11.1?,software_troubleshooting,False,no high-risk term detected
3767,116622,True,Tue Oct 31 22:59:14 +0000 2017,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,3766,,3767.0,"@116622 We understand your concerns, and want to help. Which device is this happening on?",software_troubleshooting,False,no high-risk term detected
3769,116623,True,Tue Oct 31 23:42:29 +0000 2017,@AppleSupport That fixed it thanks,3771,3768.0,3769.0,@116623 That's great! Enjoy the rest of your day.,software_troubleshooting,False,no high-risk term detected
3770,116623,True,Tue Oct 31 23:00:56 +0000 2017,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,3768,,3770.0,@116623 Thank you for reaching out to us. Have you tried to restart the device? Let us know to get started.,software_troubleshooting,False,no high-risk term detected
3773,116624,True,Tue Oct 31 23:00:36 +0000 2017,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,"3772,3774",,3773.0,@116624 We'd like to take a look into that with you. Would you please join us in DM to get started? https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
3776,116625,True,Wed Nov 01 20:10:26 +0000 2017,"@AppleSupport still happening, including on iOS 11.2 beta now. any ideas?",3778,3775.0,3776.0,@116625 Thanks for the update. Go ahead and send us a DM and we'll take it from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
3777,116625,True,Tue Oct 31 22:53:05 +0000 2017,"@AppleSupport I've also forced the app to close from the background and reopened, no dice 🎲",3775,3779.0,3777.0,@116625 Let’s team up on this. How long has this been happening? What version number of iOS are you running? Which iPhone do you have?,software_troubleshooting,False,no high-risk term detected
4870,116853,True,Wed Nov 01 04:36:30 +0000 2017,@AppleSupport iPhone 6 and yes it’s got the latest software update,4872,4869.0,4870.0,"@116853 Thanks for letting us know. We'd like to take a further look into this. Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
4871,116853,True,Tue Oct 31 23:22:50 +0000 2017,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,4869,,4871.0,@116853 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,software_troubleshooting,False,no high-risk term detected
4875,116854,True,Tue Oct 31 23:21:57 +0000 2017,Come on @AppleSupport #ios11.1  Same bug as before. Numbers disappear when entering info. Video below. #iosproblems https://t.co/eKirAn2Mam,4873,,4875.0,@116854 Let's investigate this together. Does this only occur when using specific apps or website?,software_troubleshooting,False,no high-risk term detected
4877,116855,True,Tue Oct 31 22:58:23 +0000 2017,@AppleSupport Restarting does resolve the issue. Thanks.,4876,4878.0,4877.0,@116855 We're glad to hear that resolved the issue. Don't hesitate to reach out to us if you have any questions. Take care.,software_troubleshooting,False,no high-risk term detected
4879,116855,True,Tue Oct 31 21:36:19 +0000 2017,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,4878,,4879.0,@116855 We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
4881,116856,True,Tue Oct 31 23:28:28 +0000 2017,@AppleSupport iOS 11.1,4883,4880.0,4881.0,@116856 Are all of your apps updated as well?,software_troubleshooting,False,no high-risk term detected
4884,116856,True,Tue Oct 31 23:40:21 +0000 2017,@AppleSupport It,4886,4883.0,4884.0,@116856 We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
4882,116856,True,Tue Oct 31 23:13:13 +0000 2017,@AppleSupport tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,4880,,4882.0,@116856 We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,software_troubleshooting,False,no high-risk term detected
4889,116857,True,Wed Nov 01 09:02:33 +0000 2017,@AppleSupport And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows,4891,4887.0,4889.0,"@116857 We appreciate those details. For more help with Photos, please reach out to our Photos experts here: https://t.co/IBIY3vMgPj",software_troubleshooting,False,no high-risk term detected
4890,116857,True,Tue Oct 31 23:16:12 +0000 2017,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe",4887,,4890.0,@116857 We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,device_setup,False,no high-risk term detected
4893,116858,True,Tue Oct 31 23:07:35 +0000 2017,This “I️” shit annoying yo @115858 fix this shit,4892,,4893.0,@116858 We're here to help. Send us a DM with the iOS version number you're on. We'll follow up there. https://t.co/GDrqU22YpT,general_inquiry,False,no high-risk term detected
